P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
47 UMa c,3.0,171.62712,-23.201444,20.976648,8.454581999999998,-0.322848,0.354236,2001.0,2014-05-14,2391.0,-87.0,100.0,3.6,-0.1,0.1,0.098,-0.096,0.047,73.9644,-0.0182,0.0546,295.0,-160.0,114.0,2452441.0,-825.0,628.0,261.0,0.3518,-0.16060000000000002,0.1078,0.0,0.0,0.0,Radial Velocity,47 UMa,164.86656,40.430256,5.05,13.8,-0.03,0.03,0.0,-0.07,0.07,1.03,-0.05,0.05,1.23,-0.02,0.02,G0 V,7.3,-1.9,1.9,5892.0,-70.0,70.0,4.27,"HD 95128, HIP 53721",4.58795266,23.9466273,2.398998604,0.24853781959999996,0.17873536,3.6172872,3.2472,3.9528,3.6043355,0.12666026,0.10455388,0.15492865,151.71194,144.8705,159.83719,Jovian,1.23,G,10.991105,10 59 27.9769,+40 25 48.9216,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,0.0,0.0,Cold,0.0,0.17714066,Ursa Major,UMa,Big Bear,14.144978,171.62712,3.6
47 UMa d,3.0,521.23792,-152.55744,92.170121,16.241048,-1.9482979999999999,2.463958,2009.0,2014-05-14,14002.0,-5095.0,4018.0,11.6,-2.9,2.1,0.16,-0.16,0.09,52.922000000000004,-3.155,4.587999999999999,110.0,-160.0,132.0,2451736.0,-5051.0,6783.0,840.0,0.28,-0.08680000000000002,0.08480000000000001,0.0,0.0,0.0,Radial Velocity,47 UMa,164.86656,40.430256,5.05,13.8,-0.03,0.03,0.0,-0.07,0.07,1.03,-0.05,0.05,1.23,-0.062,0.062,G0 V,7.3,-1.9,1.9,5892.0,-70.0,70.0,4.27,"HD 95128, HIP 53721",17.159319599999996,314.60528,23.642794979999998,1.9025593479999998,0.77670377,11.74848,9.744,13.456,11.637436,0.01229887,0.0090223125,0.017205816,84.431345,78.518931,92.270681,Jovian,1.23,G,10.991105,10 59 27.9769,+40 25 48.9216,1.6336154,0.95260292,2.2377652,1.2065859,2.121605,1.2757677,2.121605,1.1647064,2.121605,3.4509501,2.4920312,0.50318118,0.0,0.0,Cold,0.0,0.079493064,Ursa Major,UMa,Big Bear,13.470213,521.23792,11.6
51 Eri b,3.0,1569.021499602,-106.214303864,106.25435019199999,21.78103,-8.38508,8.45234,2015.0,2019-07-11,11688.0,-3287.25,6209.25,12.0,-2.0,4.0,0.45,-0.15,0.1,133.0,-7.0,14.0,87.0,-30.0,34.0,2455563.0,-1826.0,5844.0,408.0,0.32720000000000005,-0.11499999999999999,0.1068,0.0,0.0,0.0,Imaging,51 Eri,69.400551,-2.473548,5.23,29.4,-0.3,0.3,-0.027,-0.045,0.045,1.75,-0.05,0.05,0.43200000000000005,-0.018,0.018,F0 IV,0.02,-0.006,0.006,39752.0,-221.6,221.6,5.008,"HD 29391, HIP 21547",9.359226428,137.49475858,9.441663642,1.020600896,0.3428750443886,13.215,6.6,17.4,12.326111,191106.48109854554,191106.12370120556,191106.96431488555,2855.2954384,2850.5803304000005,2861.1174864000004,Jovian,0.43200000000000005,F,4.6267036,04 37 36.1331,-02 28 24.7728,32.50626902,3.5855883600000005,8.26942122,4.5414382799999995,7.84017972,4.7974765999999995,7.84017972,4.3830747599999995,7.84017972,13.91647774,1.0907595999999998e+38,0.2245997,0.0,0.0,Hot,0.0,0.1947842212,Eridanus,Eri,River,0.0,0.0,12.0
51 Peg b,3.0,150.01482,-12.395292,12.395292,6.8986339999999995,-0.242136,0.239894,1995.0,2014-05-14,4.230785,-3.6e-05,3.6e-05,0.0527,-0.003,0.003,0.013,-0.012,0.012,87.7996,-0.5732,0.4074,58.0,-10.459999999999999,10.58,2450001.5,-0.61,0.61,3.41,0.49082,-0.07618,0.08508,0.0,0.0,0.0,Radial Velocity,51 Peg,344.36658,20.768833,5.5,15.47,-0.03,0.03,0.2,-0.07,0.07,1.12,-0.06,0.06,1.2,-0.08,0.08199999999999999,G2.5 IV,4.0,-2.5,2.5,5793.0,-70.0,70.0,4.33,"HD 217014, HIP 113357",3.1199686800000004,9.928727819999999,1.621039236,0.4647189414,0.0026620631,0.052704453,0.0520149,0.0533851,0.05270112,523.21565,509.8297,537.04381,1218.432,1210.6015,1226.4429,Jovian,1.2,G,22.957773,22 57 27.9828,+20 46 07.7988,1.4529988,0.903798,2.1284757,1.1447717,2.0179884,1.2105146,2.0179884,1.1050544,2.0179884,3.2545908,2.1617961,0.46806645,0.0,0.0,Hot,0.0,0.065394653,Pegasus,Peg,Winged Horse,14.228992,150.01482,0.0527
55 Cnc b,3.0,263.98794,-1.0488324,1.0488324,5.696922,-0.143488,0.165908,1996.0,2014-10-29,14.65152,-0.00015,0.00015,0.115227,-1e-06,1e-06,0.0034,-0.0032,0.0032,90.0,-0.3972,0.34639999999999993,98.0,-53.0,53.0,2452379.94,-3.4661,3.3382999999999994,9.15,0.3864,-0.12520000000000003,0.1176,0.0,0.0,0.0,Radial Velocity,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,4.45,"HD 75732, HIP 43587",3.2806758,12.03136662,1.5807152800000002,0.351494068,0.0076039848,0.11522767,0.11483523,0.11561877,0.11522717,43.462522,43.168228,43.759328,654.14301,653.03426,655.25836,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0.0,0.0,Hot,0.0,0.088599759,Cancer,Cnc,Crab,13.879517,263.98794,0.115227
55 Cnc c,3.0,54.47572,-1.748054,1.748054,2.329438,-0.19057000000000002,0.165908,2004.0,2014-10-29,44.4175,-0.0073,0.0073,0.241376,-2.6e-05,2.6e-05,0.02,-0.031,0.031,90.0,-4.846,3.6420000000000003,51.0,-84.0,84.0,2454313.96,-6.089840000000001,5.59958,19.2,0.47459999999999997,-0.16400000000000003,0.18739999999999998,0.0,0.0,0.0,Radial Velocity,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,4.45,"HD 75732, HIP 43587",2.5676395600000004,6.7323982199999985,2.59489528,1.06137135,0.0092560542,0.24142428,0.23654848,0.24620352,0.24138808,9.9064859,9.5199005,10.312895,451.95192,447.51028,456.5518,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0.0,0.0,Hot,0.0,0.19669217,Cancer,Cnc,Crab,8.5133162,54.47572,0.241376
55 Cnc d,3.0,1232.537,-21.612304,21.612304,8.454582,-0.322848,0.354236,2002.0,2014-10-29,4825.0,-39.0,39.0,5.503,-0.03,0.03,0.019,-0.013,0.013,90.0,-0.7741999999999999,0.8085999999999997,44.0,-31.0,31.0,2457092.6,-298.0,302.0,437.0,0.2994,-0.08940000000000001,0.09380000000000001,0.0,0.0,0.0,Radial Velocity,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,4.45,"HD 75732, HIP 43587",8.18449348,93.5322396,7.769647460000002,0.6487775179999999,0.59745691,5.5039933,5.398443,5.607557,5.5032484,0.019059008,0.018351583,0.019800852,94.654352,93.769865,95.568744,Jovian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0.0,0.0,Cold,0.0,0.08875056,Cancer,Cnc,Crab,12.969667,1232.537,5.503
55 Cnc e,3.0,8.0791878,-0.31147144,0.31147144,1.9057,-0.07847,0.07847,2004.0,2019-01-31,0.736539,-7e-06,7e-06,0.01544,-9e-05,9e-05,0.083654,-0.030636000000000004,0.041836,83.3,-0.8,0.9,102.4,-33.326,18.566,2453492.72,-1.5239999999999998,1.584,1.23,0.41,-0.05,0.05,0.0,0.0,0.0,Radial Velocity,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,4.45,"HD 75732, HIP 43587",2.0590011,4.2394857,2.2246343,1.1673581,0.00031979715,0.01544,0.01544,0.01544,0.01544,2420.6184,2420.6184,2420.6184,1787.008,1787.008,1787.008,Superterran,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,0.0,0.0,Hot,0.0,0.2598972,Cancer,Cnc,Crab,1.9057,8.0791878,0.01544
55 Cnc f,3.0,44.813748,-3.813936,3.813936,3.0760239999999994,-0.094164,0.09640599999999999,2007.0,2014-10-29,262.0,-0.51,0.51,0.788,-0.001,0.001,0.305,-0.075,0.075,90.0,-4.864,3.6660000000000004,166.0,-15.0,15.0,2453143.6,-13.0798,12.75046,62.6,0.62246,-0.021400000000000002,0.0264,0.0,0.0,0.0,Radial Velocity,55 Cnc,133.14922,28.330818,5.96,12.59,-0.01,0.01,0.31,-0.04,0.04,0.91,-0.01,0.01,0.94,-0.01,0.01,G8 V,10.2,-2.5,2.5,5196.0,-24.0,24.0,4.45,"HD 75732, HIP 43587",2.52793602,6.541103339999999,2.2019286599999996,0.788161262,0.020079498,0.82465185,0.54766,1.02834,0.79745557,0.97582251,0.54569185,1.9239726,248.65483,218.96857,300.05069,Neptunian,0.94,G,8.8766149,08 52 35.8135,+28 19 50.9448,0.57705994,0.58921014,1.4139437,0.74631864,1.3405462,0.78964408,1.3405462,0.72047826,1.3405462,2.0510405,0.72330826,0.51051127,1.0,1.0,Warm,0.0,0.45748768,Cancer,Cnc,Crab,7.5885086,44.813748,0.788
6 Lyn b,3.0,638.83429,-24.472756,24.472756,5.84041,-0.195054,0.25558800000000004,2008.0,2018-12-06,934.3,-8.6,8.6,2.11,-0.11,0.11,0.073,-0.036,0.036,81.9882,-0.040600000000000004,0.0366,130.0,-38.0,38.0,2455384.0,-94.0,94.0,38.5,0.2234,-0.10540000000000001,0.11580000000000001,0.0,0.0,0.0,Radial Velocity,6 Lyn,97.696281,58.162632,5.86,54.74,-0.27,0.27,0.03200000000000001,-0.05600000000000001,0.05600000000000001,1.44,-0.294,0.28400000000000003,5.2,-0.27999999999999997,0.284,K0 III-IV,2.2459999999999996,-0.9359999999999999,0.976,4938.0,-83.2,80.4,3.19,"HD 45410, HIP 31039",6.74748122,68.3791334,24.58356126,10.139290592,0.14921849,2.1156221,1.95597,2.26403,2.1114081,3.244106,2.8101877,3.7650894,341.57316,329.85931,354.88589,Jovian,5.2,K,6.5130857,06 30 47.1087,+58 09 45.4752,14.404549,2.9814334,7.2263884,3.7764296,6.8512627,3.9968073,6.8512627,3.6457377,6.8512627,10.247398,0.54108483,0.5209611,0.0,0.0,Hot,0.0,0.28576359,Lynx,Lyn,Lynx,13.350175,638.83429,2.11
61 Vir b,3.0,5.085248,-0.63565601,0.63565601,3.280046,-0.154698,0.186086,2009.0,2014-05-14,4.215,-0.0006,0.0006,0.050201,-5e-06,5e-06,0.12,-0.11,0.11,76.688,-4.8759999999999994,3.718,105.0,-54.0,54.0,2453304.2399999998,-1.5819999999999999,1.764,5.9,0.3466,-0.0738,0.09880000000000001,0.0,0.0,0.0,Radial Velocity,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,-0.046799999999999994,0.045200000000000004,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577.0,-33.0,33.0,4.34,"HD 115617, HIP 64924",2.2897243,5.595946619999999,1.822260774,0.6970685764,0.00077572596,0.050562447,0.04417688,0.05622512,0.050291794,319.27036,252.68119,409.30176,1074.0012,1015.7531,1145.924,Superterran,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0.0,0.0,Hot,0.0,0.25355145,Virgo,Vir,Virgin,2.1061683,5.085248,0.050201
61 Vir c,3.0,18.116196,-0.95348401,0.95348401,4.52884,-0.217474,0.24661999999999998,2009.0,2014-05-14,38.021,-0.034,0.034,0.2175,-0.0001,0.0001,0.14,-0.06,0.06,76.60139999999998,-0.6466,0.344,341.0,-38.0,38.0,2452730.2199999997,-6.17834,5.3299199999999995,25.6,0.3698,-0.08020000000000001,0.1058,0.0,0.0,0.0,Radial Velocity,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,-0.032,0.032,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577.0,-33.0,33.0,4.34,"HD 115617, HIP 64924",2.5896936200000003,7.389861259999999,5.833800958,6.3315101974,0.0050163669,0.2196315,0.18705,0.24795,0.21803635,17.0535,12.992881,22.830649,515.80897,483.69464,556.89648,Neptunian,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0.0,0.0,Hot,0.0,0.22814035,Virgo,Vir,Virgin,4.4511957,18.116196,0.2175
61 Vir d,3.0,22.883616,-2.542624,2.542624,2.7262720000000003,-0.127794,0.147972,2009.0,2014-05-14,123.01,-0.55,0.55,0.476,-0.001,0.001,0.35,-0.09,0.09,76.67760000000001,-4.8646,3.685,314.0,-20.0,20.0,2453035.2399999998,-13.78234,12.93992,56.0,0.5058,-0.0522,0.0738,0.0,0.0,0.0,Radial Velocity,61 Vir,199.60132,-18.311195,4.74,8.51,-0.02,0.02,-0.01,-0.055400000000000005,0.0548,0.94,-0.03,0.03,0.96,-0.01,0.01,G5 V,8.96,-3.08,2.76,5577.0,-33.0,33.0,4.34,"HD 115617, HIP 64924",2.7027571999999997,7.98969806,4.79753382,3.3271002439999995,0.0089695593,0.505155,0.3094,0.6426,0.4835999,3.7635373,1.9344266,8.3443608,346.34605,300.45745,433.00527,Neptunian,0.96,G,13.306755,13 18 24.3188,-18 18 40.3020,0.79879197,0.67876384,1.6082744,0.85974319,1.5247902,0.90929943,1.5247902,0.82994025,1.5247902,2.4131294,1.4069863,0.50503188,0.0,0.0,Hot,0.0,0.37195088,Virgo,Vir,Virgin,5.1078157,22.883616,0.476
7 CMa b,3.0,781.85689,-44.49592,44.49592,4.210476,-0.217474,0.210748,2011.0,2015-10-22,796.0,-7.4,7.4,1.93,-0.01,0.01,0.22,-0.07,0.07,89.9682,-0.036,0.027000000000000003,77.0,-14.0,14.0,2454093.0,-34.0,34.0,97.4,0.33399999999999996,-0.136,0.14820000000000003,0.0,0.0,0.0,Radial Velocity,7 CMa,99.17099,-19.255878,3.92,19.82,-0.16,0.16,0.21,-0.1,0.1,1.52,-0.3,0.3,2.3,-0.1,0.1,K1 III,5.356,-2.06,3.1,4792.0,-100.0,100.0,3.25,"HD 47205, HIP 31592",7.721125900000001,81.2205786,25.732573279999997,10.241069686,0.12065121,1.976706,1.5054,2.3546,1.9418663,0.68781196,0.45079312,1.1028279,229.87309,208.75613,261.07894,Jovian,2.3,K,6.6113997,06 36 41.0388,-19 15 21.1608,2.4992607,1.2499776,3.048219,1.5832865,2.8899824,1.6759652,2.8899824,1.5285003,2.8899824,4.2684436,0.42870561,0.53043519,1.0,1.0,Warm,0.0,0.37834721,Canis Major,CMa,Big Dog,13.232029,781.85689,1.93
70 Vir b,3.0,2357.0125,-18.116196,18.116196,8.638425999999999,-0.4596100000000001,0.45064200000000004,1996.0,2018-12-06,116.688,-0.0054,0.0054,0.481,-0.022,0.022,0.3988,-0.0019,0.0019,88.5076,-0.6534,0.8550000000000001,359.83,-0.29,0.29,2455291.7,-0.086,0.086,26.9,0.4342,-0.08860000000000001,0.07139999999999999,0.0,0.0,0.0,Radial Velocity,70 Vir,202.10754,13.778788,4.97,17.91,-0.06,0.06,0.13999999999999999,-0.10999999999999999,0.10999999999999999,1.09,-0.076,0.076,1.89,-0.033999999999999996,0.033999999999999996,G4 V,5.358,-2.92,3.3,5495.0,-37.8,37.8,3.95,"HD 117176, HIP 65721",18.503018000000004,436.7296560000001,199.516997,120.81715018,0.037404833,0.51924947,0.2891772,0.6728228,0.49110247,13.753258,6.4458715,34.894337,475.14878,405.94325,619.20385,Jovian,1.89,G,13.473837,13 28 25.8131,+13 46 43.6368,2.9179849,1.3034579,3.0962409,1.6510035,2.9355172,1.7463081,2.9355172,1.5937885,2.9355172,4.6121699,1.2839292,0.47478096,0.0,0.0,Hot,0.0,0.14126541,Virgo,Vir,Virgin,12.604921,2357.0125,0.481
75 Cet b,3.0,953.48401,-120.13898419999998,127.76685639999998,9.212378,-0.327332,0.360962,2012.0,2015-09-03,691.9,-3.6,3.6,2.1,-0.039400000000000004,0.0412,0.117,-0.048,0.048,89.27199999999999,-0.34199999999999997,0.368,165.0,-28.0,28.0,2452213.0,-54.0,54.0,25.3,0.337,-0.13540000000000002,0.10900000000000001,0.0,0.0,0.0,Radial Velocity,75 Cet,38.039253,-1.034896,5.35,83.15,-0.72,0.72,0.0,-0.04,0.04,2.49,-0.27,0.02,10.5,-1.0,1.0,G3 III,4.328,-1.7600000000000002,1.8,4846.0,-18.0,18.0,2.63,"HD 15779, HIP 11791",9.44851994,102.3436734,27.47642486,10.3828486,0.13469037,2.1143734,1.8543,2.3457,2.1036099,12.438138,9.9004731,15.843126,477.2133,451.91723,508.28247,Jovian,10.5,G,2.5359503,02 32 09.4212,-01 02 05.6256,54.475457,5.8221083,14.16542,7.3745787,13.43008,7.8057607,13.43008,7.1193885,13.43008,19.928023,0.55449989,0.62529398,0.0,0.0,Hot,0.0,0.14524422,Cetus,Cet,Whale,13.116992,953.48401,2.1
8 UMi b,3.0,416.35468,-50.85248,50.85248,11.896052000000001,-0.544806,0.524628,2015.0,2018-09-06,93.4,-4.5,4.5,0.49,-0.02,0.02,0.06,-0.09,0.09,81.94,-0.3,0.37,148.972,-22.42,22.42,2453098.94,-8.117799999999999,8.117799999999999,3.0,0.5740000000000001,-0.11600000000000002,0.1284,0.0,0.0,0.0,Radial Velocity,8 UMi,224.20148,74.900925,6.83,163.32,-0.65,0.65,-0.03,-0.10800000000000001,0.10800000000000001,1.44,-0.19,0.19,10.3,-0.57,0.57,K0,4.978,-2.5480000000000005,2.738,4847.0,-7.0,7.0,2.57,"HD 133086, HIP 73136",5.6992898,33.550297799999996,2.82902682,0.23920112,0.030465581,0.490882,0.4606,0.5194,0.49022082,218.9002,194.4694,247.29043,979.29341,951.38813,1010.2916,Jovian,10.3,K,14.946766,14 56 48.3573,+74 54 03.3300,52.463248,5.7133167,13.900142,7.2367776,13.178573,7.6598936,13.178573,6.9863557,13.178573,19.55651,0.46277365,0.5209611,0.0,0.0,Hot,0.0,0.070820113,Ursa Minor,UMi,Little Bear,13.604033,416.35468,0.49
81 Cet b,3.0,1684.4884,-275.8747062,310.20013020000005,9.003872,-0.410286,0.40131799999999995,2008.0,2014-05-14,952.7,-8.8,8.8,2.5,-0.52914,0.52912,0.206,-0.029,0.029,88.54159999999999,-0.3194,0.377,175.0,-6.9,6.9,2452486.0,-26.0,26.0,24.6,0.4342,-0.08860000000000001,0.0714,0.0,0.0,0.0,Radial Velocity,81 Cet,39.424168,-3.396175,5.65,101.53,-1.22,1.22,-0.06,-0.03,0.03,2.4,-0.4,0.1,11.0,-1.0,2.0,G5 III,2.5698,-1.0796,1.0796,4785.0,-25.0,25.0,2.35,"HD 16400, HIP 12247",15.5945494,264.39295400000003,68.2287674,25.983107054000005,0.17645392,2.553045,1.985,3.015,2.5134499,9.2926133,6.2521178,14.423836,441.22513,402.85773,496.49525,Jovian,11.0,G,2.628278,02 37 41.8008,-03 23 46.2300,56.833158,5.9624778,14.544572,7.5523845,13.789546,7.9945342,13.789546,7.2910514,13.789546,20.354698,0.49324069,0.61766768,0.0,0.0,Hot,0.0,0.16929368,Cetus,Cet,Whale,12.792619,1684.4884,2.5
91 Aqr b,3.0,1017.0496,-123.3172642,124.58857619999999,9.577824000000001,-0.29146000000000005,0.3340580000000001,2013.0,2014-05-14,181.4,-0.1,0.1,0.7,-0.026178,0.026217999999999998,0.027,-0.026,0.026,88.386,-0.306,0.318,177.3,-0.8,0.8,2453472.1,-24.5,24.5,15.9,0.381,-0.10540000000000001,0.08499999999999999,0.0,0.0,0.0,Radial Velocity,91 Aqr,348.9729,-9.087737,4.25,44.08,-0.51,0.51,-0.03,-0.1,0.1,1.4,-0.1,0.1,11.0,-0.1,0.1,K0 III,3.56,-0.63,0.63,4665.0,-18.0,18.0,2.52,"HD 219449, HIP 114855",9.82517546,107.28576560000002,27.684571719999997,10.376846754,0.061244551,0.70025515,0.6811,0.7189,0.7000639,104.81969,99.344457,110.67737,815.07247,804.32362,826.34161,Jovian,11.0,K,23.264861,23 15 53.5004,-09 05 15.8532,51.342925,5.6950725,13.965288,7.2136859,13.240324,7.6370963,13.240324,6.9640769,13.240324,19.346574,0.33534899,0.49451088,0.0,0.0,Hot,0.0,0.078414548,Aquarius,Aqr,Water Carrier,13.079797,1017.0496,0.7
AB Pic b,3.0,4290.678,-158.914,158.914,6.611658,-0.7488279999999999,0.7914260000000001,2005.0,2014-05-14,2570.4785774,-70.1400026,70.1400026,260.0,-2.074,2.074,0.21032,-0.02508,0.02508,69.084,-2.8959999999999995,1.8959999999999997,54.318000000000005,-39.730000000000004,39.730000000000004,2456032.56,-89.088,89.088,5190.0,0.302,-0.14,0.22199999999999998,0.0,0.0,0.0,Imaging,AB Pic,94.803802,-58.05431,9.128,50.12,-0.07,0.07,0.21600000000000003,-0.094,0.094,0.492,-0.044000000000000004,0.034,0.476,-0.028000000000000004,0.028000000000000004,K2 V,0.03,-0.1436,0.5035999999999998,42206.0,-235.6,235.6,5.007999999999999,"HD 44627, HIP 30034",15.409924428,468.99949058000004,203.524240442,107.41110938,0.22566961638859998,260.0,260.0,260.0,260.00001,191106.87937564,191106.231784864,191109.57295260002,2901.913034,2886.307194,2949.978266,Jovian,0.476,K,6.3202538,06 19 12.9137,-58 03 15.5160,32.468136279999996,3.58414302,8.27328986,4.53961214,7.84384738,4.79569372,7.84384738,4.381336419999999,7.84384738,13.88268734,1.0907596000001037e+38,0.374049722,0.0,0.0,Hot,0.0,0.251973528,Pictor,Pic,Painter's Easel,12.277019,4290.678,260.0
BD+03 2562 b,3.0,2034.0992,-413.1764,413.1764,11.306405999999999,-0.423738,0.39235,2017.0,2017-06-15,481.9,-2.8,2.7,1.3,-0.1,0.1,0.2,-0.08,0.12,88.31,-0.40199999999999997,0.458,218.0,-26.0,32.0,2453726.0,-32.0,41.0,0.497,0.3646,-0.08580000000000002,0.066,0.0,0.0,0.0,Radial Velocity,BD+03 2562,177.5648,2.760142,9.58,2618.0,-564.0,564.0,-0.71,-0.09,0.09,1.14,-0.25,0.25,32.35,-8.82,8.82,G0 V,5.2,-2.75,4.75,4095.0,-20.0,20.0,1.89,",",12.90137024,174.8162052,15.67630432,1.419796274,0.12617529,1.326,1.04,1.56,1.3065871,159.23206,108.3437,243.77331,898.12947,821.9508,1006.68,Jovian,32.35,K,11.837654,11 50 15.5552,+02 45 36.5112,263.66522,13.141381,33.105528,16.645609,31.386782,17.634904,31.386782,16.069054,31.386782,43.841983,0.11761662,0.49188134,0.0,0.0,Hot,0.0,0.076881824,Virgo,Vir,Virgin,12.686905,2034.0992,1.3
BD+14 4559 b,3.0,330.54112,-149.37916,149.37916,1.836198,-0.082954,0.107616,2009.0,2018-09-06,268.94,-0.99,0.99,0.78,-0.05,0.05,0.29,-0.03,0.03,71.702,-0.0432,0.0412,144.86399999999998,-48.576,48.576,2450145.3,-29.26,29.26,15.8,0.3754,-0.15639999999999998,0.15639999999999998,0.0,0.0,0.0,Radial Velocity,BD+14 4559,318.39996,14.689387,9.63,49.42,-0.08,0.08,0.17,-0.072,0.072,0.49,-0.33,0.33,0.86,-0.04,0.04,K2 V,5.348,-2.9684,3.224,4864.0,-101.0,101.0,4.26,", HIP 104780",3.41460896,12.199478299999999,2.4177964,0.941039232,0.048582661,0.812799,0.5538,1.0062,0.78843547,0.63701048,0.36634578,1.2093553,223.9117,198.20642,267.16735,Jovian,0.86,K,21.226665,21 13 35.9951,+14 41 21.7932,0.37090255,0.48002494,1.167039,0.60802385,1.106457,0.64356072,1.106457,0.58698346,1.106457,1.6443478,0.33265737,0.36370546,1.0,1.0,Warm,0.0,0.3690268,Pegasus,Peg,Winged Horse,13.742892,330.54112,0.78
