P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-1122 b,3.0,12.2548122,-2.2635710500000004,2.595383466,2.04022,-0.13452,0.26904,2016.0,2016-05-10,42.191736,-0.0002996,0.0002996,0.29357999999999995,-0.02586,0.15586,0.01494,-0.001634,0.00216,89.0866,-0.21760000000000002,0.20380000000000004,95.52000000000001,-20.46,23.0,2452364.84,-1.416,1.4100000000000001,0.18689999999999998,0.16599999999999998,-0.198,0.182,0.0,0.0,0.0,Transit,Kepler-1122,288.28053,46.340904,15.06,924.0,-62.62,116.8,-0.03,-0.178,0.144,0.92,-0.05,0.04,0.89,-0.06,0.11,G0 V,4.68,-2.93,5.49,5544.0,-72.56,73.22,4.51,",",1.614610234,2.803869922,0.8564642320000001,0.288168391,0.013403581680000002,0.23063424,0.23063424,0.23063424,0.23063424,12.604163,12.604163,12.604163,480.03556,480.03556,480.03556,Superterran,0.89,G,19.218703,19 13 07.3320,+46 20 27.2544,0.67044251,0.62303673,1.4777132,0.7891582,1.4010062,0.8346725,1.4010062,0.76180539,1.4010062,2.210775,1.3199413,0.44998195,0.0,0.0,Hot,0.0,0.3501331,Lyra,Lyr,Lyre,2.04022,4.8178725,0.23063424
Kepler-1123 b,3.0,8.58008494,-1.041204552,1.118754568,1.67029,-0.1121,0.24662,2016.0,2016-05-10,4.3394645,-1.178e-05,1.178e-05,0.63114,-0.05654,0.18654,0.01434,-0.0010739999999999999,0.0016,88.5484,-0.2952,0.2338,142.07999999999998,-19.18,21.72,2452115.5,-0.242,0.242,0.5411,0.24200000000000005,-0.22199999999999998,0.22199999999999998,0.0,0.0,0.0,Transit,Kepler-1123,294.51767,50.670399,14.822,796.0,-52.85,114.33,0.05,-0.153,0.144,0.93,-0.04,0.04,0.9,-0.06,0.13,G0 V,5.13,-3.32,5.8,5500.0,-90.52,75.39,4.5,",",2.9594018600000003,10.67541314,2.919137938,1.0337192957999999,0.025395652819999996,0.050811416,0.050811416,0.050811416,0.050811417,257.21828,257.21828,257.21828,1020.2823,1020.2823,1020.2823,Superterran,0.9,G,19.634512,19 38 04.2438,+50 40 13.4364,0.66408615,0.62164666,1.4764305,0.78739839,1.3997901,0.83284707,1.3997901,0.76011086,1.3997901,2.20027,1.2282605,0.45856973,0.0,0.0,Hot,0.0,0.27626695,Cygnus,Cyg,Swan,1.67029,3.4303813,0.050811416
Kepler-1124 b,3.0,16.239739800000002,-2.999660684,3.039707012,1.27794,-0.06726,0.12331,2016.0,2016-05-10,2.852349,-3.03e-06,3.03e-06,0.125182,-0.0018700000000000001,0.0018700000000000001,0.08560000000000001,-0.0084,0.058600000000000006,88.498,-0.11600000000000002,0.152,84.53999999999999,-1.4860000000000002,1.6059999999999999,2453844.3,-0.46959999999999996,0.5236000000000001,0.8135999999999999,0.7642599999999999,-0.038400000000000004,0.041800000000000004,0.0,0.0,0.0,Transit,Kepler-1124,286.59427,37.891266,15.959,177.0,-9.81,10.38,-0.59,-0.084,0.074,0.35,-0.02,0.02,0.34,-0.02,0.02,G0 V,3.39,-1.95,5.26,3658.0,-26.65,33.4,4.93,",",2.38095108,5.92062552,1.82519916,0.605770752,0.011638660117999999,0.027733243,0.027733243,0.027733243,0.027733244,24.111263,24.111263,24.111263,564.54673,564.54673,564.54673,Terran,0.34,M,19.106286,19 06 22.6291,+37 53 28.5576,0.018544763,0.11114246,0.28616065,0.14077847,0.27130191,0.14922295,0.27130191,0.13589294,0.27130191,0.36768373,0.037451529,0.30899216,0.0,0.0,Hot,0.0,0.34351707,Lyra,Lyr,Lyre,1.27794,2.1773119,0.027733243
Kepler-1125 b,3.0,8.9646568,-2.190470612,2.522283028,1.83844,-0.17936,0.30267,2016.0,2016-05-10,17.670064,-0.0001176,0.0001176,0.47706,-0.02586,0.15586,0.038540000000000005,-0.001234,0.03556,88.9748,-0.27420000000000005,0.22240000000000001,172.12,-52.260000000000005,40.8,2452115.5,-0.242,0.242,0.38770000000000004,0.23600000000000004,-0.21999999999999997,0.21999999999999997,0.0,0.0,0.0,Transit,Kepler-1125,295.48122,40.73198,14.874,910.0,-91.85,151.92,-0.09,-0.19,0.159,0.95,-0.07,0.08,0.94,-0.09,0.15,G0 V,4.17,-2.49,4.32,5683.0,-131.51,241.45,4.47,",",1.497908314,2.472240142,0.7873271739999999,0.275502775,0.017812843259999996,0.13048969,0.13048969,0.13048969,0.13048969,48.49563,48.49563,48.49563,672.31153,672.31153,672.31153,Superterran,0.94,G,19.698749,19 41 55.4972,+40 43 55.1280,0.82576216,0.68584067,1.62003,0.86870447,1.5359356,0.91868522,1.5359356,0.83857862,1.5359356,2.4535294,1.6939878,0.44615803,0.0,0.0,Hot,0.0,0.2900453,Cygnus,Cyg,Swan,1.83844,4.0370889,0.13048969
Kepler-1126 b,3.0,18.934285499999998,-13.043661120000001,15.880593848,1.72634,-0.13452,0.21299,2016.0,2016-05-10,108.59333,-0.001003,0.001003,0.5894,-0.046799999999999994,0.1768,0.048702,-0.0052640000000000004,0.0070599999999999994,65.9328,-1.4912,1.4534,137.64000000000001,-9.440000000000001,7.24,2455263.82,-3.54,3.54,0.6762,0.6033999999999999,-0.05539999999999999,0.058399999999999994,0.0,0.0,0.0,Transit,Kepler-1126,285.69199,45.689396,14.033,668.0,-55.62,76.62,-0.26,-0.152,0.141,0.92,-0.06,0.05,0.93,-0.07,0.11,G0 V,5.5,-3.39,3.44,5798.0,-55.36,61.16,4.46,",",2.9761082199999995,10.22377798,2.935867532,1.0144095432,0.014111658359999998,0.43315263,0.43315263,0.43315263,0.43315264,4.6675124,4.6675124,4.6675124,374.46935,374.46935,374.46935,Superterran,0.93,G,19.046134,19 02 46.0817,+45 41 21.8256,0.87572427,0.70144178,1.6517028,0.88846248,1.5659644,0.93948165,1.5659644,0.85763702,1.5659644,2.5266638,2.0420604,0.46225459,0.0,0.0,Hot,0.0,0.50516132,Lyra,Lyr,Lyre,1.72634,3.6281006,0.43315263
Kepler-1127 b,3.0,8.488550459999999,-2.47715147,7.1352386260000005,1.96175,-0.41477,0.31388,2016.0,2016-05-10,5.1233035,-2.272e-05,2.272e-05,0.2986,-0.00608,0.13613999999999998,0.00654,-0.0044340000000000004,0.006560000000000001,89.0108,-0.26420000000000005,0.2104,172.12,-52.260000000000005,40.8,2452115.5,-0.24200000000000005,0.24200000000000005,0.16829999999999998,0.20999999999999996,-0.23199999999999998,0.23199999999999998,0.0,0.0,0.0,Transit,Kepler-1127,293.21738,42.720707,15.162,996.0,-84.75,159.8,0.04,-0.155,0.127,0.97,-0.05,0.04,0.95,-0.07,0.15,G0 V,4.37,-2.69,4.32,5664.0,-137.31,89.83,4.47,",",1.556321694,2.6212082420000002,0.9180580199999999,0.360848281,0.012203527779999999,0.057561688,0.057561688,0.057561688,0.057561689,251.16655,251.16655,251.16655,1014.2274,1014.2274,1014.2274,Superterran,0.95,G,19.547827,19 32 52.1758,+42 43 14.5452,0.83220215,0.68928527,1.6290448,0.87306794,1.5444825,0.92331608,1.5444825,0.84279304,1.5444825,2.4630781,1.6510114,0.45278878,0.0,0.0,Hot,0.0,0.26187883,Cygnus,Cyg,Swan,1.96175,4.5075054,0.057561688
Kepler-1128 b,3.0,4.2379185800000005,-0.643919532,5.0102406,3.65446,-0.3363,0.52687,2016.0,2016-05-10,61.617817,-0.0003337,0.0003337,0.47391459999999996,-0.02266,0.15192,0.02348,-0.007840000000000001,0.0095,89.4324,-0.06360000000000002,0.06880000000000001,180.7852,-40.22,26.360000000000003,2452248.3,-1.296,1.27,0.30262,0.5818000000000001,-0.2542,0.253,0.0,0.0,0.0,Transit,Kepler-1128,293.06334,39.403444,15.722,1163.0,-90.56,172.51,0.04,-0.159,0.142,0.94,-0.05,0.04,0.91,-0.06,0.13,G0 V,4.57,-2.9,5.52,5543.0,-144.99,95.27,4.5,",",2.178482254,7.440385082000001,2.144437258,0.719104091,0.014986919780000002,0.29901277,0.29901277,0.29901277,0.29901277,7.8337821,7.8337821,7.8337821,426.22388,426.22388,426.22388,Neptunian,0.91,G,19.537557,19 32 15.2048,+39 24 12.3984,0.70040775,0.63684455,1.5105088,0.80664765,1.4320994,0.85317148,1.4320994,0.77868875,1.4320994,2.25964,1.3271556,0.45142626,0.0,0.0,Hot,0.0,0.320405,Cygnus,Cyg,Swan,3.65446,12.961199,0.29901277
Kepler-1129 b,3.0,4.2379185800000005,-0.643919532,5.0102406,2.95944,-0.32509,0.50445,2016.0,2016-05-10,24.33978,-0.0001298,0.0001298,0.36260000000000003,-0.01492,0.14492,0.00928,-0.013640000000000003,0.03149999999999999,89.24839999999999,-0.207,0.21259999999999998,129.94520000000003,-45.78,31.32,2452115.5,-0.24200000000000005,0.24200000000000005,0.1588,0.66,-0.28,0.28,0.0,0.0,0.0,Transit,Kepler-1129,291.60449,41.309361,15.28,1258.0,-125.26,220.24,-0.04,-0.187,0.147,1.0,-0.06,0.06,1.0,-0.1,0.17,G0 V,4.07,-2.33,3.04,5831.0,-114.35,134.99,4.44,",",2.758506734,10.157687822,3.9853347020000003,1.6082384191999999,0.014986919780000002,0.16433144,0.16433144,0.16433144,0.16433145,38.354778,38.354778,38.354778,634.01536,634.01536,634.01536,Neptunian,1.0,G,19.440301,19 26 25.0825,+41 18 33.6996,1.035764,0.76133057,1.7911904,0.96431813,1.6982114,1.0196634,1.6982114,0.9308562,1.6982114,2.7478573,2.2220877,0.45201957,0.0,0.0,Hot,0.0,0.24308276,Lyra,Lyr,Lyre,2.95944,9.0594978,0.16433144
Kepler-1129 c,3.0,5.09541854,-0.420804274,0.460850602,2.73524,-0.26904,0.45961,2016.0,2016-05-10,76.536959,-0.0007586,0.0007586,0.44980000000000003,-0.022660000000000003,0.15192,0.02348,-0.03004,0.0317,89.4324,-0.0636,0.0688,180.7852,-43.022,29.162,2452115.5,-0.242,0.242,0.371,0.404,-0.244,0.244,0.0,0.0,0.0,Transit,Kepler-1129,291.60449,41.309361,15.28,1258.0,-125.26,220.24,-0.04,-0.187,0.147,1.0,-0.06,0.06,1.0,-0.1,0.17,G0 V,4.07,-2.33,3.04,5831.0,-114.35,134.99,4.44,",",2.178482254,7.440385082000001,2.144437258,0.719104091,0.01659125406,0.35271482,0.35271482,0.35271482,0.35271483,8.3255588,8.3255588,8.3255588,432.76114,432.76114,432.76114,Neptunian,1.0,G,19.440301,19 26 25.0825,+41 18 33.6996,1.035764,0.76133057,1.7911904,0.96431813,1.6982114,1.0196634,1.6982114,0.9308562,1.6982114,2.7478573,2.2220877,0.45201957,0.0,0.0,Hot,0.0,0.35467782,Lyra,Lyr,Lyre,2.73524,7.9252992,0.35271482
Kepler-113 b,3.0,11.759636,-4.131764,4.131764,1.81602,-0.04484,0.04484,2014.0,2014-05-14,4.754,-0.00025919800000000003,0.00025919800000000003,0.27508,-0.0057599999999999995,0.13576000000000002,0.0924,-0.0182,0.1062,88.456,-0.096,0.096,38.339999999999996,-12.68,12.8,2454347.94,-0.586,0.6399999999999999,0.7824,0.08,-0.06,0.06,0.0,0.0,0.0,Transit,Kepler-113,287.99788,50.944332,13.461,264.35,-1.12,1.12,0.05,-0.07,0.07,0.75,-0.06,0.06,0.69,-0.02,0.02,G0 V,6.89,-0.3767999999999999,1.2447999999999997,4725.0,-74.0,74.0,4.64,",",2.5447002,6.4754992,3.5657642,1.9635049,0.0012583424,0.050261575,0.050261575,0.050261575,0.050261576,84.163134,84.163134,84.163134,771.65893,771.65893,771.65893,Neptunian,0.69,K,19.19986,19 11 59.4955,+50 56 39.5952,0.21261509,0.36560307,0.89415344,0.46309223,0.84773658,0.49023851,0.84773658,0.44706827,0.84773658,1.2449755,0.30193154,0.44834789,0.0,0.0,Hot,0.0,0.27973826,Cygnus,Cyg,Swan,1.81602,11.759636,0.050261575
Kepler-113 c,3.0,8.6989524,-2.9996606839999997,3.039707012,2.17474,-0.05605,0.05605,2014.0,2016-10-13,8.92507,-0.00029410800000000006,0.000292108,0.28023999999999993,-0.0057799999999999995,0.13578,0.0924,-0.0182,0.1062,88.49600000000001,-0.156,0.156,14.14,-27.880000000000003,28.8,2454988.36,-2.40454,2.45852,0.8346,0.56,-0.02,0.02,0.0,0.0,0.0,Transit,Kepler-113,287.99788,50.944332,13.461,264.35,-1.12,1.12,0.05,-0.07,0.07,0.75,-0.06,0.06,0.69,-0.02,0.02,G0 V,6.89,-0.8846,2.4926,4725.0,-74.0,74.0,4.64,",",1.9999991,3.9999965,1.8392987,0.84575568,0.001731908,0.076489954,0.076489954,0.076489954,0.076489956,36.34003,36.34003,36.34003,625.52004,625.52004,625.52004,Superterran,0.69,K,19.19986,19 11 59.4955,+50 56 39.5952,0.21261509,0.36560307,0.89415344,0.46309223,0.84773658,0.49023851,0.84773658,0.44706827,0.84773658,1.2449755,0.30193154,0.44834789,0.0,0.0,Hot,0.0,0.2814371,Cygnus,Cyg,Swan,2.17474,8.6989524,0.076489954
Kepler-1130 b,3.0,31.248213800000002,-3.31812436,4.84369874,0.79591,-0.03363,0.15694,2016.0,2016-05-10,5.4529818,-1.294e-05,1.294e-05,0.08536,-0.00198,0.00198,0.06999999999999999,-0.017800000000000003,0.10600000000000001,88.17,-0.536,0.402,26.160000000000004,-3.8200000000000003,15.38,2456604.34,-1.384052,1.444052,0.5065999999999999,0.8503999999999999,-0.142,0.10500000000000001,0.0,0.0,0.0,Transit,Kepler-1130,285.20749,45.38435,12.404,234.0,-5.1,5.3,-0.06,-0.081,0.088,0.9,-0.02,0.02,0.81,-0.01,0.01,G0 V,1.58,-0.369,0.776,5403.0,-51.42,53.01,4.57,",",2.8668869399999997,9.242709739999999,2.7997971059999998,0.8928421279999998,0.011638660117999999,0.058525673,0.058525673,0.058525673,0.058525675,146.25331,146.25331,146.25331,885.97474,885.97474,885.97474,Subterran,0.81,G,19.013833,19 00 49.8000,+45 23 03.6600,0.50095481,0.54288777,1.2934158,0.68764144,1.2262753,0.72740277,1.2262753,0.66381876,1.2262753,1.9110104,1.0284193,0.37274788,0.0,0.0,Hot,0.0,0.29788364,Lyra,Lyr,Lyre,0.79591,0.42881536,0.058525673
Kepler-1131 b,3.0,20.480836540000002,-3.1267918679999998,7.493112936,1.59182,-0.14573,0.35872,2016.0,2016-05-10,3.5323245,-1.266e-05,1.266e-05,0.4561586,-0.01328,0.14356,0.00928,-0.0044340000000000004,0.006560000000000001,87.4464,-0.733,0.8966,154.1452,-52.260000000000005,40.8,2452252.3600000003,-0.24,0.24,0.26278000000000007,0.516,-0.192,0.156,0.0,0.0,0.0,Transit,Kepler-1131,295.65149,49.261295,14.972,1109.0,-109.64,246.47,0.05,-0.174,0.148,1.03,-0.06,0.06,1.04,-0.1,0.23,G0 V,4.17,-2.41,2.58,5851.0,-114.89,83.2,4.42,",",1.8815277940000001,3.9440306819999997,1.32775625,0.5979406575999999,0.015002563640000003,0.045831319,0.045831319,0.045831319,0.04583132,540.69333,540.69333,540.69333,1228.5212,1228.5212,1228.5212,Superterran,1.04,G,19.710101,19 42 36.3623,+49 15 40.6620,1.1357316,0.79626036,1.8724154,1.0085604,1.7752201,1.0664261,1.7752201,0.97356031,1.7752201,2.8774092,2.322537,0.4583458,0.0,0.0,Hot,0.0,0.27723822,Cygnus,Cyg,Swan,1.59182,3.1612732,0.045831319
Kepler-1132 b,3.0,12.2548122,-2.26357105,2.595383466,2.3541,-0.16815,0.19057,2016.0,2016-05-10,62.891623,-0.0004523,0.0004523,0.17348000000000002,-0.00608,0.13613999999999998,0.01134,-0.0044340000000000004,0.006560000000000001,89.1298,-0.18660000000000002,0.17220000000000002,172.12,-52.260000000000005,40.8,2452248.3,-1.296,1.27,0.1869,0.426,-0.17200000000000001,0.16,0.0,0.0,0.0,Transit,Kepler-1132,286.36746,48.423935,15.481,940.0,-58.85,72.28,-0.01,-0.17,0.162,0.87,-0.05,0.04,0.83,-0.05,0.06,G0 V,4.57,-2.88,6.55,5298.0,-56.79,54.24,4.55,",",1.6008209740000001,2.757589802,0.7828472559999999,0.260525507,0.013403581679999998,0.29540048,0.29540048,0.29540048,0.29540048,5.572759,5.572759,5.572759,391.43754,391.43754,391.43754,Superterran,0.83,K,19.091165,19 05 28.1947,+48 25 26.1660,0.48628699,0.53797099,1.2862847,0.68141537,1.2195142,0.72089484,1.2195142,0.65781586,1.2195142,1.8828256,0.84902421,0.43993038,0.0,0.0,Hot,0.0,0.43122793,Draco,Dra,Dragon,2.3541,6.1428456,0.29540048
Kepler-1133 b,3.0,6.60065206,-1.059002912,1.1047701479999998,1.97296,-0.14573,0.23541,2016.0,2016-05-10,11.555623,-3.409e-05,3.409e-05,0.6523999999999999,-0.05704,0.18704,0.039540000000000006,-0.003394,0.04766,88.94239999999999,-0.2972,0.29179999999999995,173.12,-19.14,21.7,2452115.5,-0.242,0.242,0.5772,0.154,-0.24,0.24,0.0,0.0,0.0,Transit,Kepler-1133,293.3224,42.86747,14.816,821.0,-62.53,97.06,-0.02,-0.16,0.138,0.93,-0.06,0.05,0.9,-0.06,0.1,G0 V,4.07,-2.41,4.8,5569.0,-118.09,157.93,4.5,",",2.09525774,6.33763962,2.3012032079999996,0.8692269518,0.02444999154,0.09761865,0.09761865,0.09761865,0.097618652,73.251571,73.251571,73.251571,745.33093,745.33093,745.33093,Superterran,0.9,G,19.554828,19 33 17.3806,+42 52 02.8920,0.69804358,0.63481199,1.5044969,0.80407259,1.4263996,0.85042649,1.4263996,0.77620029,1.4263996,2.2558231,1.3828422,0.44121631,0.0,0.0,Hot,0.0,0.27406609,Cygnus,Cyg,Swan,1.97296,4.5513229,0.09761865
Kepler-1134 b,3.0,8.488550459999999,-2.47715147,7.1352386260000005,2.64556,-0.25783,0.21299,2016.0,2016-05-10,17.13264,-8.204e-05,8.204e-05,0.2986,-0.00608,0.13613999999999998,0.01134,-0.0044340000000000004,0.006560000000000001,89.1298,-0.18660000000000002,0.17220000000000002,172.12,-52.260000000000005,40.8,2452043.6399999997,-130.48,145.07999999999998,0.16829999999999998,0.364,-0.246,0.246,0.0,0.0,0.0,Transit,Kepler-1134,295.56798,42.478287,15.842,997.0,-74.21,87.95,-0.1,-0.179,0.158,0.84,-0.05,0.05,0.81,-0.06,0.06,G0 V,4.9,-3.13,6.09,5281.0,-135.47,169.66,4.56,",",1.6008209740000001,2.757589802,0.7828472559999999,0.260525507,0.01220352778,0.12269274,0.12269274,0.12269274,0.12269274,30.372858,30.372858,30.372858,598.0897,598.0897,598.0897,Neptunian,0.81,K,19.704533,19 42 16.3194,+42 28 41.8332,0.45721804,0.52212122,1.2491318,0.66133969,1.1842898,0.69966852,1.1842898,0.63843655,1.1842898,1.8256833,0.81499714,0.43989661,0.0,0.0,Hot,0.0,0.26504564,Cygnus,Cyg,Swan,2.64556,7.4891982,0.12269274
Kepler-1135 b,3.0,19.515910740000002,-8.612503153999999,11.449435882,1.84965,-0.15694,0.32509,2016.0,2016-05-10,76.957857,-0.0007104,0.0007104,0.595,-0.05720000000000001,0.1872,0.049702,-0.002258,0.00296,65.86800000000001,-1.4212,1.419,137.64000000000001,-9.440000000000001,7.24,2453915.2199999997,-4.34,4.34,0.6159999999999999,0.4920000000000001,-0.1418,0.1424,0.0,0.0,0.0,Transit,Kepler-1135,286.00297,44.756592,14.353,728.0,-55.48,129.19,0.02,-0.165,0.132,0.96,-0.05,0.04,0.94,-0.07,0.17,G0 V,4.47,-2.7,4.78,5656.0,-72.91,66.4,4.47,",",2.4008405639999997,7.617834058,2.5990823880000002,0.9554706064000003,0.02045913566,0.3492223,0.3492223,0.3492223,0.34922231,6.6432107,6.6432107,6.6432107,409.01517,409.01517,409.01517,Superterran,0.94,G,19.066866,19 04 00.7159,+44 45 23.7312,0.81018082,0.68042603,1.6084753,0.86184677,1.5249807,0.91145591,1.5249807,0.83196191,1.5249807,2.4302713,1.6228597,0.45293217,0.0,0.0,Hot,0.0,0.43695915,Lyra,Lyr,Lyre,1.84965,4.0789714,0.3492223
Kepler-1136 b,3.0,31.432554354,-20.260263888,23.778620048,1.63666,-0.08968,0.10089,2016.0,2016-05-10,2.3617243,-3.65e-06,3.65e-06,0.32096,-0.004540000000000001,0.13455999999999999,0.03972,-0.04204,0.16604000000000002,65.264,-2.4099999999999997,2.2540000000000004,65.13,-14.401459999999997,14.476079999999996,2452340.0599999996,-126.102,140.102,0.24966,0.406,-0.18000000000000002,0.198,0.0,0.0,0.0,Transit,Kepler-1136,284.1078,44.245808,15.658,545.0,-29.8,21.29,0.03,-0.171,0.155,0.72,-0.04,0.03,0.68,-0.03,0.02,G0 V,3.24,-1.7,6.01,4512.0,-47.76,46.44,4.63,",",3.2147107219999995,22.424130032,17.418436388,13.986871155999998,0.010256664262,0.031100916,0.031100916,0.031100916,0.031100917,177.51558,177.51558,177.51558,929.93807,929.93807,929.93807,Superterran,0.68,K,18.940521,18 56 25.8746,+44 14 44.9088,0.17170496,0.3312302,0.81788861,0.4195546,0.77542963,0.44426272,0.77542963,0.40503576,0.77542963,1.118807,0.20657405,0.39002565,0.0,0.0,Hot,0.0,0.28026963,Lyra,Lyr,Lyre,1.63666,3.3139434,0.031100916
Kepler-1137 b,3.0,51.79388666,-26.39180147,86.07799290599999,2.19716,-0.40356,0.82954,2016.0,2016-05-10,23.921079,-0.0001379,0.0001379,0.5212,-0.05861999999999999,0.20268000000000003,0.01134,-0.0044340000000000004,0.006560000000000001,89.1298,-0.18660000000000002,0.17220000000000002,172.12,-52.260000000000005,40.8,2452115.5,-0.242,0.242,0.23570000000000002,0.258,-0.22399999999999998,0.22399999999999998,0.0,0.0,0.0,Transit,Kepler-1137,287.13027,48.665375,12.768,971.0,-176.08,361.65,0.05,-0.157,0.126,1.5,-0.14,0.23,1.84,-0.33,0.69,G0 V,1.58,-0.27,0.36,6807.0,-120.35,117.84,4.08,",",1.6008209740000001,2.757589802,0.7828472559999999,0.260525507,0.03650030848,0.18594899,0.18594899,0.18594899,0.185949,188.3474,188.3474,188.3474,943.81053,943.81053,943.81053,Superterran,1.84,F,19.142019,19 08 31.2689,+48 39 55.3500,6.5124934,1.8026111,4.1678502,2.2831682,3.9515046,2.4124172,3.9515046,2.2036188,3.9515046,6.8902887,13.604088,0.44194149,0.0,0.0,Hot,0.0,0.25193741,Cygnus,Cyg,Swan,2.19716,5.4638433,0.18594899
Kepler-1138 b,3.0,4.2379185800000005,-0.6439195320000001,5.0102406,1.70392,-0.13452,0.23541,2016.0,2016-05-10,3.1706001,-1.019e-05,1.019e-05,0.4740546,-0.013499999999999998,0.14356,0.00994,-0.0044340000000000004,0.006560000000000001,88.35679999999999,-0.6922,0.7464,130.9452,-52.260000000000005,40.8,2452115.5,-0.24200000000000005,0.24200000000000005,0.26556,0.384,-0.25799999999999995,0.21200000000000002,0.0,0.0,0.0,Transit,Kepler-1138,285.89924,48.307301,15.353,1101.0,-73.19,152.35,0.04,-0.153,0.135,0.95,-0.04,0.04,0.92,-0.06,0.13,G0 V,4.37,-2.7,5.54,5582.0,-65.24,62.16,4.49,",",1.667270414,3.032710442,1.6139147219999999,0.9094511091999999,0.01498691978,0.041512453,0.041512453,0.041512453,0.041512454,427.23502,427.23502,427.23502,1158.2748,1158.2748,1158.2748,Superterran,0.92,G,19.05995,19 03 35.8217,+48 18 26.2836,0.73624716,0.65145924,1.5433467,0.82515824,1.4632328,0.87271678,1.4632328,0.79655365,1.4632328,2.3167309,1.4241389,0.44965519,0.0,0.0,Hot,0.0,0.27251995,Draco,Dra,Dragon,1.70392,3.5484667,0.041512453
Kepler-1139 b,3.0,26.167415716000004,-18.153064248,21.244259576,1.18826,-0.07847,0.16815,2016.0,2016-05-10,0.81316672,-1.25e-06,1.25e-06,0.40716,-0.004860000000000001,0.13488,0.03972,-0.04204,0.16604000000000002,65.16,-2.1271999999999998,2.0398,151.34,-10.040000000000001,7.9799999999999995,2452035.44,-0.304,0.364,0.38224,0.4739999999999999,-0.184,0.20400000000000001,0.0,0.0,0.0,Transit,Kepler-1139,287.94562,39.230568,14.113,555.0,-42.22,77.61,0.05,-0.152,0.128,0.94,-0.05,0.04,0.91,-0.06,0.12,G0 V,4.47,-2.78,5.37,5550.0,-153.89,105.36,4.5,",",3.2147107219999995,22.424130032,17.418436388,13.986871155999998,0.010704196816,0.016698286,0.016698286,0.016698286,0.016698286,2524.6408,2524.6408,2524.6408,1805.9046,1805.9046,1805.9046,Terran,0.91,G,19.196375,19 11 46.9517,+39 13 50.0448,0.70395251,0.63819574,1.5133895,0.80835897,1.4348305,0.85497568,1.4348305,0.78034004,1.4348305,2.2653507,1.3432123,0.44976471,0.0,0.0,Hot,0.0,0.29083912,Lyra,Lyr,Lyre,1.18826,1.8034186,0.016698286
